Data Source,Indicator,TA,Series Name,Series Code,Country Name,Country Code,2015,2016,2017,2018,2019
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Bahrain,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Bangladesh,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Barbados,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Belarus,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Belgium,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Belize,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Benin,,500,200,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Bhutan,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Bolivia(PlurinationalStateof),,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,BosniaandHerzegovina,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Botswana,,1000,1000,1000,1000,1000
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Brazil,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,BruneiDarussalam,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Bulgaria,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,BurkinaFaso,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Burundi,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,CaboVerde,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Cambodia,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Cameroon,,2100,2000,1800,1500,1400
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Canada,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,CentralAfricanRepublic,,500,500,500,1000,1000
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Chad,,200,200,200,200,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Chile,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,China,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Colombia,,1000,1000,1000,1000,1000
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Comoros,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Congo,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,CostaRica,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Croatia,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Cuba,,100,200,200,200,200
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Cyprus,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Czechia,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,C̫ted'Ivoire,,3500,3300,3100,2800,2500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,DemocraticPeople'sRepublicofKorea,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,DemocraticRepublicoftheCongo,,1100,1000,1000,1000,1000
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Denmark,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Djibouti,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,DominicanRepublic,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Ecuador,,500,500,200,200,200
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Egypt,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,ElSalvador,,200,200,200,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,EquatorialGuinea,,200,200,200,200,200
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Eritrea,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Estonia,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Eswatini,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Ethiopia,,1200,1100,1100,1100,1100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Fiji,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Finland,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,France,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Gabon,,100,100,100,200,200
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Gambia,,200,200,200,200,200
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Georgia,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Germany,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Ghana,,1200,1300,1600,1800,1800
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Greece,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Guatemala,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Guinea,,200,200,500,500,200
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Guinea-Bissau,,200,200,200,200,200
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Guyana,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Haiti,,1000,1000,1000,500,1000
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Honduras,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Hungary,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Iceland,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,India,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Indonesia,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Iran(IslamicRepublicof),,1000,1000,1000,1000,1000
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Ireland,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Israel,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Italy,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Jamaica,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Japan,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Jordan,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Kazakhstan,,200,200,200,200,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Kenya,,2700,2500,2300,2300,2200
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Kuwait,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Kyrgyzstan,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,LaoPeople'sDemocraticRepublic,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Latvia,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Lebanon,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Lesotho,,500,500,500,500,1000
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Liberia,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Libya,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Lithuania,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Luxembourg,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Madagascar,,100,100,200,200,200
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Malawi,,1200,1200,1300,1400,1400
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Malaysia,,1000,1000,1000,1000,1000
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Maldives,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Mali,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Malta,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Mauritania,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Mauritius,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Mexico,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Mongolia,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Montenegro,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Morocco,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Mozambique,,3800,3700,3600,3600,3400
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Myanmar,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Namibia,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Nepal,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Netherlands,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,NewZealand,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Nicaragua,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Niger,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Nigeria,,3800,3800,4000,4200,4400
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,NorthMacedonia,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Norway,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Oman,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Pakistan,,500,1000,1000,1000,1000
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Panama,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,PapuaNewGuinea,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Paraguay,,200,200,200,200,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Peru,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Philippines,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Poland,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Portugal,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Qatar,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,RepublicofKorea,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,RepublicofMoldova,,200,200,200,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Romania,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,RussianFederation,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Rwanda,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,SaudiArabia,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Senegal,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Serbia,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,SierraLeone,,500,500,200,200,200
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Singapore,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Slovakia,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Slovenia,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Somalia,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,SouthAfrica,,4900,4900,4800,4900,5300
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,SouthSudan,,1000,1000,1000,1000,1000
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Spain,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,SriLanka,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Sudan,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Suriname,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Sweden,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Switzerland,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,SyrianArabRepublic,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Tajikistan,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Thailand,,1500,1700,1800,1900,1800
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Timor-Leste,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Togo,,500,500,500,500,500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,TrinidadandTobago,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Tunisia,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Turkey,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Turkmenistan,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Uganda,,2600,2600,2600,2500,2400
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Ukraine,,1300,1400,1200,1100,1000
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,UnitedArabEmirates,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,UnitedKingdom,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,UnitedRepublicofTanzania,,3400,3400,3500,3500,3600
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,UnitedStates,,3800,3900,3900,4100,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Uruguay,,,,,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Uzbekistan,,200,200,200,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Venezuela(BolivarianRepublicof),,200,500,500,,
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,VietNam,,1000,1000,1000,1000,1200
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Yemen,,100,100,100,100,100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Zambia,,1100,1200,1300,1400,1500
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Zimbabwe,,1800,2000,2100,2200,2100
UNAIDS,Deaths,HIV,HIV Deaths 50+ Males,,Global,,88000,88000,88000,88000,86000
UNAIDS,Incidence,HIV,"HIV Incidence Rate Both(M,F)",,Global,,0.258892093,0.242447671,0.239710248,0.223921895,0.221540689
UNAIDS,Deaths,HIV,"HIV Death Rate Both(M,F)",,Global,,0.113094967,0.107754521,0.101210993,0.096154696,0.089919456
UNAIDS,Prevalence,HIV,"HIV Prevalence Rate Both(M,F)",,Global,,4.755438974,4.80854548,4.860791134,4.913109805,4.95208598
UNAIDS,Incidence,HIV,"HIV Incidence Rate Both(M,F)",,Brazil,,0.244532535,0.227974888,0.226142201,0.229150489,0.227434767
UNAIDS,Deaths,HIV,"HIV Death Rate Both(M,F)",,Brazil,,0.078250411,0.072757943,0.067361507,0.066835559,0.06633514
UNAIDS,Prevalence,HIV,"HIV Prevalence Rate Both(M,F)",,Brazil,,3.912520559,4.025939507,4.137921126,4.248831976,4.359166368
World Bank,Incidence,HIV,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,Afghanistan,AFG,1100,1200,1300,1400,1500
World Bank,Incidence,HIV,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,Afghanistan,AFG,1000,1000,1100,1200,1300
World Bank,Prevalence,HIV,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Afghanistan,AFG,5,7,9,9,10
World Bank,Prevalence,HIV,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Afghanistan,AFG,3,4,8,7,9
World Bank,Prevalence,HIV,Children (0-14) living with HIV,SH.HIV.0014,Afghanistan,AFG,500,500,500,500,500
World Bank,Incidence,HIV,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,Afghanistan,AFG,100,100,100,200,200
World Bank,Incidence,HIV,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,Afghanistan,AFG,0.04,0.04,0.05,0.05,0.05
World Bank,Incidence,HIV,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,Afghanistan,AFG,0.06,0.07,0.07,0.07,0.08
World Bank,Incidence,HIV,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,Afghanistan,AFG,0.03,0.04,0.04,0.04,0.04
World Bank,Prevalence,HIV,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,Afghanistan,AFG,0.1,0.1,0.1,0.1,0.1
World Bank,Prevalence,HIV,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,Afghanistan,AFG,0.1,0.1,0.1,0.1,0.1
World Bank,Prevalence,HIV,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Afghanistan,AFG,0.1,0.1,0.1,0.1,0.1
World Bank,Prevalence,HIV,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,Afghanistan,AFG,28.6,28.7,28.9,29,29
World Bank,Incidence,HIV,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,Afghanistan,AFG,500,500,500,500,500
World Bank,Incidence,HIV,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,Albania,ALB,200,200,100,100,100
World Bank,Incidence,HIV,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,Albania,ALB,100,100,100,100,100
World Bank,Prevalence,HIV,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Albania,ALB,64,70,78,73,85
World Bank,Prevalence,HIV,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Albania,ALB,,,,,
World Bank,Prevalence,HIV,Children (0-14) living with HIV,SH.HIV.0014,Albania,ALB,,,,,
World Bank,Incidence,HIV,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,Albania,ALB,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,Albania,ALB,0.03,0.03,0.02,0.02,0.02
World Bank,Incidence,HIV,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,Albania,ALB,0.06,0.06,0.06,0.06,0.05
World Bank,Incidence,HIV,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,Albania,ALB,0.04,0.03,0.03,0.03,0.03
World Bank,Prevalence,HIV,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,Albania,ALB,0.1,0.1,0.1,0.1,0.1
World Bank,Prevalence,HIV,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,Albania,ALB,0.1,0.1,0.1,0.1,0.1
World Bank,Prevalence,HIV,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Albania,ALB,0.1,0.1,0.1,0.1,0.1
World Bank,Prevalence,HIV,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,Albania,ALB,23.5,23.6,23.5,23.4,23.3
World Bank,Incidence,HIV,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,Albania,ALB,100,100,100,100,100
World Bank,Incidence,HIV,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,Algeria,DZA,1800,1900,1900,2000,2100
World Bank,Incidence,HIV,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,Algeria,DZA,1600,1600,1700,1800,1900
World Bank,Prevalence,HIV,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Algeria,DZA,53,59,62,65,67
World Bank,Prevalence,HIV,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Algeria,DZA,25,40,47,53,55
World Bank,Prevalence,HIV,Children (0-14) living with HIV,SH.HIV.0014,Algeria,DZA,500,1000,1000,1000,1000
World Bank,Incidence,HIV,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,Algeria,DZA,200,200,200,200,200
World Bank,Incidence,HIV,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,Algeria,DZA,0.03,0.03,0.04,0.04,0.04
World Bank,Incidence,HIV,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,Algeria,DZA,0.07,0.08,0.08,0.08,0.09
World Bank,Incidence,HIV,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,Algeria,DZA,0.05,0.05,0.05,0.05,0.05
World Bank,Prevalence,HIV,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,Algeria,DZA,0.1,0.1,0.1,0.1,0.1
World Bank,Prevalence,HIV,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,Algeria,DZA,0.1,0.1,0.1,0.1,0.1
World Bank,Prevalence,HIV,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Algeria,DZA,0.1,0.1,0.1,0.1,0.1
World Bank,Prevalence,HIV,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,Algeria,DZA,45.3,45.4,45.5,45.6,45.6
World Bank,Incidence,HIV,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,Algeria,DZA,500,500,500,500,500
World Bank,Incidence,HIV,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,American Samoa,ASM,,,,,
World Bank,Incidence,HIV,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,American Samoa,ASM,,,,,
World Bank,Prevalence,HIV,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,American Samoa,ASM,,,,,
World Bank,Prevalence,HIV,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,American Samoa,ASM,,,,,
World Bank,Prevalence,HIV,Children (0-14) living with HIV,SH.HIV.0014,American Samoa,ASM,,,,,
World Bank,Incidence,HIV,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,American Samoa,ASM,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,American Samoa,ASM,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,American Samoa,ASM,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,American Samoa,ASM,,,,,
World Bank,Prevalence,HIV,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,American Samoa,ASM,,,,,
World Bank,Prevalence,HIV,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,American Samoa,ASM,,,,,
World Bank,Prevalence,HIV,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,American Samoa,ASM,,,,,
World Bank,Prevalence,HIV,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,American Samoa,ASM,,,,,
World Bank,Incidence,HIV,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,American Samoa,ASM,,,,,
World Bank,Incidence,HIV,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,Andorra,AND,,,,,
World Bank,Incidence,HIV,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,Andorra,AND,,,,,
World Bank,Prevalence,HIV,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Andorra,AND,,,,,
World Bank,Prevalence,HIV,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Andorra,AND,,,,,
World Bank,Prevalence,HIV,Children (0-14) living with HIV,SH.HIV.0014,Andorra,AND,,,,,
World Bank,Incidence,HIV,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,Andorra,AND,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,Andorra,AND,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,Andorra,AND,,,,,
World Bank,Incidence,HIV,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,Andorra,AND,,,,,
World Bank,Prevalence,HIV,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,Andorra,AND,,,,,
World Bank,Prevalence,HIV,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,Andorra,AND,,,,,
World Bank,Prevalence,HIV,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Andorra,AND,,,,,
World Bank,Prevalence,HIV,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,Andorra,AND,,,,,
World Bank,Incidence,HIV,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,Andorra,AND,,,,,
World Bank,Incidence,HIV,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,Angola,AGO,26000,26000,27000,27000,26000
World Bank,Incidence,HIV,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,Angola,AGO,19000,19000,20000,20000,20000
World Bank,Prevalence,HIV,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,Angola,AGO,25,23,25,27,27
World Bank,Prevalence,HIV,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,Angola,AGO,36,32,30,41,63
World Bank,Prevalence,HIV,Children (0-14) living with HIV,SH.HIV.0014,Angola,AGO,30000,31000,32000,32000,31000
World Bank,Incidence,HIV,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,Angola,AGO,5500,5800,6000,5600,4600
World Bank,Incidence,HIV,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,Angola,AGO,1.65,1.61,1.6,1.56,1.52
World Bank,Incidence,HIV,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,Angola,AGO,1.58,1.54,1.53,1.49,1.45
